reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,1,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,2,2,2,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,3,1,0,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,4,1,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,5,1,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,6,0,None,0,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,7,2,None,2,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,8,2,None,3,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,9,1,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,10,2,0,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,684,11,3,3,3,1,1
