reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,0.0,0,3.0,0.394,0.584,None,None,None,0.15,0.33,1.0,0.0,1.0,0.0,1.0,0.36115,0.1485,2.0,0.1425,0.5285,0.4,0.8,0.6,0.9,0.7,0.2,0,0.4367371892797773,None,None,0.25,0.47000000000000003,0.4,0.9,0.30000000000000004,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,0.0,1,3.0,0.394,0.584,None,None,None,0.13,0.24,0.75,0.5,1.0,0.0,2.0,0.1425,0.5285,3.0,0.394,0.584,0.3,0.8,0.7,0.9,0.7,0.1,0,0.25755096583006637,None,None,0.16999999999999998,0.56,0.050000000000000044,0.4,0.30000000000000004,0.1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,0.0,2,4.0,0.63,0.585,None,None,None,0.26,0.52,1.0,0.67,1.0,0.0,3.0,0.394,0.584,1.0,0.36115,0.1485,0.2,0.7,0.6,0.8,0.6,0.0,0,0.23600211863455803,None,None,0.06,0.17999999999999994,0.4,0.13,0.4,0.0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,1.0,3,1.0,0.3635,0.149,None,None,None,0.1,0.42,1.0,0.0,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.5,0.9,0.7,0.8,0.6,0.1,0,0.33437740653339604,None,None,0.4,0.48000000000000004,0.30000000000000004,0.8,0.4,0.1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,1.0,4,1.0,0.3635,0.149,None,None,None,0.24,0.21,0.93,0.2,1.0,0.0,1.0,0.3635,0.149,2.0,0.187,0.433,0.6,0.7,0.6,0.7,0.5,0.2,1,0.0,None,None,0.36,0.49,0.33000000000000007,0.49999999999999994,0.5,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,1.0,5,2.0,0.187,0.4329999999999999,None,None,None,0.53,0.55,1.0,0.5,1.0,0.0,3.0,0.1755,0.7075,1.0,0.3635,0.149,0.7,0.8,0.8,0.9,0.7,0.0,0,0.27474078692469395,None,None,0.16999999999999993,0.25,0.19999999999999996,0.4,0.30000000000000004,0.0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,1.0,6,5.0,0.345,0.495,None,None,None,0.0,0.07,1.0,1.0,1.0,0.0,4.0,0.346,0.7505,5.0,0.345,0.495,0.8,0.6,0.5,0.6,0.8,0.3,0,0.25550195693966804,None,None,0.8,0.53,0.5,0.4,0.19999999999999996,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,1.0,7,5.0,0.345,0.495,None,None,None,0.0,0.07,1.0,1.0,1.0,0.0,3.0,0.1755,0.7075,1.0,0.3635,0.149,0.9,0.4,0.4,0.5,0.9,0.4,0,0.27182071297088456,None,None,0.9,0.33,0.6,0.5,0.09999999999999998,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,1.0,8,5.0,0.345,0.495,None,None,None,0.0,0.07,1.0,1.0,1.0,0.0,2.0,0.187,0.433,4.0,0.346,0.7505,1.0,0.3,0.3,0.4,1.0,0.5,0,0.169729196074217,None,None,1.0,0.22999999999999998,0.7,0.6,0.0,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,241,1.0,9,5.0,0.345,0.495,None,None,None,0.0,0.05,1.0,0.0,1.0,0.0,5.0,0.345,0.495,3.0,0.1755,0.7075,0.9,0.2,0.2,0.3,0.9,0.6,1,0.0,None,None,0.9,0.15000000000000002,0.8,0.3,0.09999999999999998,0.6
