reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,1,0,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,2,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,3,2,None,2,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,4,2,None,0,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,5,0,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,6,1,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,7,0,None,0,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,8,1,None,0,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,9,2,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,10,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,11,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,179,12,1,1,2,1,1
