reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,1,0,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,2,0,3,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,3,1,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,4,2,None,0,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,5,3,None,3,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,6,1,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,7,3,None,3,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,8,1,0,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,9,0,1,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,10,1,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,11,1,3,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,707,12,0,2,3,0,1
