reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,1,2,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,2,1,None,2,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,3,0,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,4,1,0,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,5,1,0,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,6,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,7,2,3,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,8,3,2,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,9,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,10,3,2,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,414,11,3,3,3,1,1
