reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,1,2,0,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,2,0,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,3,0,None,0,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,4,2,1,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,5,1,1,3,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,6,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,7,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,9,0,3,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,8,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,10,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,11,1,1,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,504,12,3,3,2,1,1
