reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,1,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,3,2,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,4,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,5,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,9,1,3,0,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,10,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,11,1,1,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,558,12,1,2,2,0,0
