reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,1,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,3,3,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,4,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,5,3,0,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,9,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,10,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,11,1,1,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,781,12,0,2,2,0,0
