reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,1,0,0,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,4,2,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,5,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,6,1,2,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,7,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,8,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,9,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,11,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,179,12,1,2,2,0,0
