reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,1,1,0,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,5,2,None,1,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,6,0,None,1,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,7,0,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,8,0,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,11,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,146,12,2,2,2,1,1
