reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,2,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,5,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,7,3,0,2,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,8,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,9,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,10,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,349,11,2,3,3,0,0
