reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,0.0,0,1.0,0.2264999999999999,0.156,None,None,None,0.14,0.18,0.83,0.42,1.0,0.0,2.0,0.2025,0.555,None,None,None,0.25,0.4,0.6,0.8,0.75,0.1,0,0.3997211528053025,None,None,0.10999999999999999,0.22000000000000003,0.22999999999999998,0.38000000000000006,0.25,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,0.0,1,3.0,0.67,0.4775,None,None,None,0.16,0.21,0.77,0.31,1.0,0.0,2.0,0.2025,0.555,None,None,None,0.3,0.5,0.7,0.9,0.85,0.15,0,0.47388025913726356,None,None,0.13999999999999999,0.29000000000000004,0.07000000000000006,0.5900000000000001,0.15000000000000002,0.15
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,0.0,2,2.0,0.2024999999999999,0.5549999999999999,3.0,0.67,0.4775,0.34,0.45,1.0,0.14,1.0,0.14,3.0,0.67,0.4775,3.0,0.67,0.4775,0.2,0.35,0.55,0.75,0.65,0.2,0,0.4738802591372636,1,0.0,0.14,0.10000000000000003,0.44999999999999996,0.61,0.35,0.06
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,3,6.0,0.508,0.41,4.0,0.353,0.475,0.73,0.46,1.0,0.17,1.0,0.0,3.0,0.165,0.73,4.0,0.353,0.475,0.25,0.45,0.95,0.87,1.0,0.0,0,0.4690938072496801,1,0.0,0.48,0.010000000000000009,0.050000000000000044,0.7,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,4,6.0,0.508,0.41,4.0,0.353,0.475,0.63,0.31,1.0,0.18,1.0,0.0,3.0,0.165,0.73,4.0,0.353,0.475,0.25,0.45,0.95,0.87,1.0,0.0,0,0.4690938072496801,1,0.0,0.38,0.14,0.050000000000000044,0.69,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,5,1.0,0.2274999999999999,0.1485,8.0,0.6565,0.4974999999999999,0.24,0.1,0.67,0.0,1.0,0.0,4.0,0.353,0.475,4.0,0.353,0.475,0.35,0.55,0.95,0.87,1.0,0.0,0,0.34978922224676967,0,0.30433287696205286,0.10999999999999999,0.45000000000000007,0.2799999999999999,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,6,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,None,None,None,None,None,None,0.35,0.55,0.95,0.87,1.0,0.0,None,None,None,None,0.35,0.55,0.95,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,7,1.0,0.2274999999999999,0.1485,None,None,None,0.04,0.0,0.25,0.0,1.0,0.0,5.0,0.345,0.7955,None,None,None,0.45,0.65,0.95,0.87,1.0,0.0,0,0.6575828845096259,None,None,0.41000000000000003,0.65,0.7,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,8,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,None,None,None,None,None,None,0.45,0.65,0.95,0.87,1.0,0.0,None,None,None,None,0.45,0.65,0.95,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,9,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,None,None,None,None,None,None,0.45,0.65,0.95,0.87,1.0,0.0,None,None,None,None,0.45,0.65,0.95,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,10,3.0,0.165,0.73,8.0,0.6565,0.4974999999999999,0.33,0.08,0.67,0.11,1.0,0.0,6.0,0.508,0.41,6.0,0.508,0.41,0.55,0.75,0.95,0.87,1.0,0.0,0,0.4690938072496801,0,0.17236153863318804,0.22000000000000003,0.67,0.2799999999999999,0.76,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,11,5.0,0.345,0.7955,8.0,0.6565,0.4974999999999999,0.05,0.02,0.08,0.0,1.0,0.0,11.0,0.83,0.715,11.0,0.83,0.715,0.55,0.75,0.95,0.87,1.0,0.0,0,0.4916352814841506,0,0.2782238307550236,0.5,0.73,0.87,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,12,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,None,None,None,None,None,None,0.65,0.85,0.95,0.87,1.0,0.0,None,None,None,None,0.65,0.85,0.95,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,13,10.0,0.825,0.435,8.0,0.6565,0.4974999999999999,0.07,0.06,0.25,0.0,1.0,0.0,9.0,0.66,0.779,9.0,0.66,0.779,0.65,0.85,0.95,0.87,1.0,0.0,0,0.38152457325839445,0,0.281521757596105,0.5800000000000001,0.79,0.7,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,14,2.0,0.17,0.405,8.0,0.6565,0.4974999999999999,0.04,0.0,0.25,0.12,1.0,0.0,9.0,0.66,0.779,9.0,0.66,0.779,0.65,0.85,0.95,0.87,1.0,0.0,0,0.6164219334189853,0,0.281521757596105,0.61,0.85,0.7,0.75,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,15,2.0,0.17,0.405,None,None,None,0.06,0.04,0.18,0.0,1.0,0.0,10.0,0.825,0.435,None,None,None,0.75,0.95,0.95,0.87,1.0,0.0,0,0.6556866629724901,None,None,0.69,0.9099999999999999,0.77,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,16,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,None,None,None,None,None,None,0.75,0.95,0.95,0.87,1.0,0.0,None,None,None,None,0.75,0.95,0.95,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,17,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,None,None,None,None,None,None,0.75,0.95,0.95,0.87,1.0,0.0,None,None,None,None,0.75,0.95,0.95,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,18,2.0,0.17,0.405,None,None,None,0.17,0.07,0.6,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.85,1.0,0.95,0.87,1.0,0.0,0,0.37353045391239514,None,None,0.6799999999999999,0.9299999999999999,0.35,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,19,1.0,0.2274999999999999,0.1485,None,None,None,0.08,0.05,0.33,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.85,1.0,0.95,0.87,1.0,0.0,0,0.5103415522961069,None,None,0.77,0.95,0.6199999999999999,0.87,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,20,9.0,0.6599999999999999,0.779,None,None,None,0.08,0.01,0.45,0.09,1.0,0.0,12.0,0.5,0.58,None,None,None,0.85,1.0,0.95,0.87,1.0,0.0,0,0.2553448648396909,None,None,0.77,0.99,0.49999999999999994,0.78,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,21,6.0,0.508,0.41,None,None,None,0.3,0.13,0.5,0.1,1.0,0.0,12.0,0.5,0.58,None,None,None,0.85,1.0,0.95,0.87,1.0,0.0,0,0.17018813119603846,None,None,0.55,0.87,0.44999999999999996,0.77,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,748,1.0,22,1.0,0.2274999999999999,0.1485,None,None,None,0.37,0.19,0.5,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.85,1.0,0.95,0.87,1.0,0.0,0,0.5103415522961069,None,None,0.48,0.81,0.44999999999999996,0.87,0.0,0.0
