reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,1,3,2,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,2,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,3,2,2,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,4,0,1,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,5,0,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,6,0,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,7,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,8,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,9,2,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,10,3,None,0,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,11,2,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,186,12,2,0,2,0,0
