reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,1,3,2,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,2,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,3,2,2,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,4,0,1,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,5,2,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,6,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,7,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,8,0,2,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,9,1,0,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,10,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,11,0,0,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,161,12,2,0,2,0,0
