reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,1,0,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,2,0,3,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,3,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,4,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,5,0,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,6,3,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,7,1,None,3,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,8,3,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,9,1,1,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,10,1,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,11,2,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,474,12,2,3,3,0,0
