reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,1,2,2,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,2,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,3,1,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,4,3,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,5,3,1,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,6,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,7,1,2,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,9,1,1,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,8,0,2,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,10,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,11,1,0,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,521,12,2,3,2,0,0
