reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,1,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,2,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,4,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,5,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,7,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,9,2,0,1,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,11,0,0,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,234,12,1,1,2,1,1
