reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,1,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,2,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,7,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,8,2,1,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,10,0,2,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,11,3,3,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,495,12,2,0,3,0,1
