reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,1,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,3,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,4,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,5,2,3,0,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,6,0,2,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,7,1,0,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,8,1,2,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,597,11,3,1,3,0,0
