reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,0.0,0,1.0,0.2264999999999999,0.156,None,None,None,0.11,0.13,0.58,0.08,1.0,0.0,2.0,0.2025,0.555,None,None,None,0.6,0.7,0.8,0.9,0.8,0.2,0,0.3997211528053025,None,None,0.49,0.57,0.22000000000000008,0.8200000000000001,0.19999999999999996,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,0.0,1,4.0,0.68,0.7849999999999999,3.0,0.67,0.4775,0.18,0.32,0.77,0.38,1.0,0.15,1.0,0.2265,0.156,2.0,0.2025,0.555,0.7,0.8,0.9,0.9,0.8,0.2,0,0.7754374571814285,0,0.47388025913726356,0.52,0.48000000000000004,0.13,0.52,0.19999999999999996,0.05000000000000002
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,0.0,2,2.0,0.2024999999999999,0.5549999999999999,3.0,0.67,0.4775,0.38,0.25,1.0,0.14,1.0,0.0,3.0,0.67,0.4775,4.0,0.68,0.785,0.6,0.7,0.8,0.8,0.7,0.3,0,0.4738802591372636,0,0.3076625586580207,0.21999999999999997,0.44999999999999996,0.19999999999999996,0.66,0.30000000000000004,0.3
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,3,2.0,0.17,0.405,None,None,None,0.15,0.05,0.33,0.0,1.0,0.0,1.0,0.2275,0.1485,None,None,None,0.11,0.13,0.58,0.08,1.0,0.0,0,0.2628659354119511,None,None,0.039999999999999994,0.08,0.24999999999999994,0.08,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,4,4.0,0.353,0.475,7.0,0.501,0.739,0.45,0.22,0.82,0.09,1.0,0.0,4.0,0.353,0.475,3.0,0.165,0.73,0.18,0.32,0.77,0.38,1.0,0.15,1,0.0,0,0.3361205141017132,0.27,0.1,0.04999999999999993,0.29000000000000004,0.0,0.15
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,5,7.0,0.501,0.739,7.0,0.501,0.739,0.55,0.34,1.0,0.0,1.0,0.22,2.0,0.17,0.405,3.0,0.165,0.73,0.38,0.25,1.0,0.14,1.0,0.0,0,0.4702307943978148,0,0.3361205141017132,0.17000000000000004,0.09000000000000002,0.0,0.14,0.0,0.22
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,6,7.0,0.501,0.739,None,None,None,0.54,0.31,1.0,0.11,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,7,7.0,0.501,0.739,None,None,None,0.53,0.39,1.0,0.12,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,8,7.0,0.501,0.739,None,None,None,0.29,0.56,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,9,5.0,0.345,0.7955,None,None,None,0.58,0.37,1.0,0.62,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,10,7.0,0.501,0.739,None,None,None,0.29,0.05,0.78,0.33,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,11,7.0,0.501,0.739,None,None,None,0.29,0.12,0.33,0.17,0.33,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,12,1.0,0.2274999999999999,0.1485,None,None,None,0.0,0.0,0.17,0.0,0.5,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,13,6.0,0.508,0.41,None,None,None,0.08,0.0,0.25,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,14,None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,15,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,16,12.0,0.5,0.5800000000000001,None,None,None,0.0,0.0,0.08,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,17,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,18,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,19,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,20,None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,21,None,None,None,None,None,None,None,None,0.0,0.0,0.1,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,1.0,22,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,2.0,23,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,2.0,24,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,2.0,25,None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,2.0,26,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,2.0,27,None,None,None,None,None,None,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,2.0,28,None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.25,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,485,2.0,29,3.0,0.3399999999999999,0.5750000000000001,None,None,None,0.11,0.08,0.25,0.12,0.25,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
