reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,2,0,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,3,2,None,2,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,4,1,None,1,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,5,0,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,6,0,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,7,1,None,1,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,8,3,None,3,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,611,11,3,2,3,0,0
