reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,2,1,3,2,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,5,0,0,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,6,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,7,3,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,8,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,9,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,10,0,1,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,349,11,2,0,3,0,1
