reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,0,2.0,0.4775,0.295,None,None,None,0.22,0.33,1.0,1.0,1.0,0.0,1.0,0.2975,0.142,None,None,None,0.8,0.6,0.7,0.9,0.8,0.3,0,0.23623928547132036,None,None,0.5800000000000001,0.26999999999999996,0.30000000000000004,0.09999999999999998,0.19999999999999996,0.3
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,1,2.0,0.4775,0.295,None,None,None,0.16,0.27,1.0,1.0,1.0,0.0,2.0,0.4775,0.295,None,None,None,0.7,0.5,0.6,0.8,0.7,0.4,1,0.0,None,None,0.5399999999999999,0.22999999999999998,0.4,0.19999999999999996,0.30000000000000004,0.4
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,2,2.0,0.4775,0.295,None,None,None,0.19,0.28,1.0,1.0,1.0,0.0,3.0,0.4225,0.46,None,None,None,0.6,0.4,0.5,0.7,0.6,0.5,0,0.1739252713092609,None,None,0.41,0.12,0.5,0.30000000000000004,0.4,0.5
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,3,3.0,0.4225,0.46,None,None,None,0.44,0.29,0.89,0.89,1.0,0.0,4.0,0.205,0.74,None,None,None,0.7,0.6,0.8,0.7,0.7,0.4,0,0.3545507721046451,None,None,0.25999999999999995,0.31,0.08999999999999997,0.19000000000000006,0.30000000000000004,0.4
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,4,1.0,0.2975,0.142,None,None,None,0.37,0.3,1.0,0.75,1.0,0.0,5.0,0.5,0.78,None,None,None,0.5,0.3,0.4,0.6,0.5,0.6,0,0.6693655578232272,None,None,0.13,0.0,0.6,0.15000000000000002,0.5,0.6
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,5,1.0,0.2975,0.142,None,None,None,0.26,0.19,0.8,0.2,1.0,0.0,6.0,0.78,0.77,None,None,None,0.6,0.5,0.6,0.7,0.6,0.4,0,0.791953439287942,None,None,0.33999999999999997,0.31,0.20000000000000007,0.49999999999999994,0.4,0.4
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,6,4.0,0.205,0.74,None,None,None,0.24,0.2,0.82,0.18,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,7,3.0,0.4225,0.46,3.0,0.4225,0.46,0.45,0.35,1.0,1.0,1.0,0.11,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,8,2.0,0.4775,0.295,2.0,0.4775,0.295,0.43,0.33,1.0,0.83,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,0.0,9,4.0,0.205,0.74,4.0,0.205,0.74,0.46,0.36,1.0,0.1,1.0,0.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,10,None,None,None,None,None,None,0.32,0.22,0.71,0.14,1.0,0.29,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,11,4.0,0.6950000000000001,0.5800000000000001,4.0,0.6950000000000001,0.5800000000000001,0.46,0.21,1.0,0.08,1.0,0.17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,12,4.0,0.6950000000000001,0.5800000000000001,4.0,0.6950000000000001,0.5800000000000001,0.5,0.25,1.0,0.17,1.0,0.17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,13,3.0,0.235,0.66,4.0,0.6950000000000001,0.5800000000000001,0.44,0.4,1.0,0.4,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,14,4.0,0.6950000000000001,0.5800000000000001,4.0,0.6950000000000001,0.5800000000000001,0.36,0.23,0.75,0.25,1.0,0.25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,15,3.0,0.235,0.66,3.0,0.235,0.66,0.26,0.09,0.67,0.0,1.0,0.17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,16,3.0,0.235,0.66,5.0,0.673,0.875,0.5,0.4,1.0,0.0,1.0,0.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,17,4.0,0.6950000000000001,0.5800000000000001,2.0,0.457,0.3399999999999999,0.49,0.45,1.0,0.21,1.0,0.21,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,18,4.0,0.6950000000000001,0.5800000000000001,4.0,0.6950000000000001,0.5800000000000001,0.28,0.28,1.0,0.25,1.0,0.25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,19,4.0,0.6950000000000001,0.5800000000000001,4.0,0.6950000000000001,0.5800000000000001,0.24,0.42,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,20,3.0,0.235,0.66,3.0,0.235,0.66,0.29,0.39,1.0,0.5,1.0,0.25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,21,5.0,0.673,0.875,5.0,0.673,0.875,0.32,0.24,1.0,0.0,1.0,0.43,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,22,4.0,0.6950000000000001,0.5800000000000001,4.0,0.6950000000000001,0.5800000000000001,0.41,0.29,0.9,0.5,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,23,5.0,0.673,0.875,5.0,0.673,0.875,0.3,0.25,0.78,0.33,1.0,0.22,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,24,4.0,0.6950000000000001,0.5800000000000001,5.0,0.673,0.875,0.29,0.22,0.67,0.5,1.0,0.17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,25,5.0,0.673,0.875,5.0,0.673,0.875,0.1,0.33,1.0,0.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,26,4.0,0.6950000000000001,0.5800000000000001,4.0,0.6950000000000001,0.5800000000000001,0.26,0.37,1.0,0.71,1.0,0.14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,27,1.0,0.3,0.148,1.0,0.3,0.148,0.28,0.24,0.88,0.12,1.0,0.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,28,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,29,2.0,0.457,0.3399999999999999,4.0,0.6950000000000001,0.5800000000000001,0.37,0.44,0.78,0.33,1.0,0.89,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,30,4.0,0.6950000000000001,0.5800000000000001,5.0,0.673,0.875,0.37,0.37,0.86,0.43,1.0,0.71,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,31,1.0,0.3,0.148,5.0,0.673,0.875,0.22,0.19,0.62,0.0,1.0,0.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,1.0,32,4.0,0.6950000000000001,0.5800000000000001,5.0,0.673,0.875,0.35,0.33,0.85,0.08,1.0,0.23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,2.0,33,1.0,0.302,0.1565,1.0,0.302,0.1565,0.28,0.22,1.0,0.67,1.0,0.0,3.0,0.257,0.695,3.0,0.257,0.695,0.32,0.22,0.71,0.14,1.0,0.29,0,0.5403769517660797,0,0.5403769517660797,0.03999999999999998,0.0,0.29000000000000004,0.53,0.0,0.29
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,2.0,34,2.0,0.487,0.35,4.0,0.655,0.6875,0.12,0.08,0.5,0.0,1.0,0.12,4.0,0.655,0.6875,4.0,0.655,0.6875,0.46,0.21,1.0,0.08,1.0,0.17,0,0.37700165782128864,1,0.0,0.34,0.13,0.5,0.08,0.0,0.05000000000000002
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,651,2.0,35,3.0,0.257,0.6950000000000001,3.0,0.257,0.6950000000000001,0.15,0.13,0.56,0.22,1.0,0.11,4.0,0.655,0.6875,4.0,0.655,0.6875,0.5,0.25,1.0,0.17,1.0,0.17,0,0.3980706595568179,0,0.3980706595568179,0.35,0.12,0.43999999999999995,0.04999999999999999,0.0,0.06000000000000001
