reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,1,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,2,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,4,0,1,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,5,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,7,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,10,3,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,11,2,0,1,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,148,12,1,2,2,0,0
