reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,1,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,2,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,4,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,7,0,None,3,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,8,1,1,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,9,0,1,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,10,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,11,3,3,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,462,12,0,0,3,1,1
