reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,1,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,2,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,4,2,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,7,0,None,3,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,8,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,10,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,11,0,2,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,690,12,0,0,3,1,1
