reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,0,1.0,0.2975,0.142,None,None,None,0.19,0.43,1.0,1.0,1.0,0.0,1.0,0.2975,0.142,None,None,None,0.5,0.3,0.4,0.6,0.5,0.2,1,0.0,None,None,0.31,0.13,0.6,0.4,0.5,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,1,1.0,0.2975,0.142,None,None,None,0.06,0.24,0.82,0.82,1.0,0.0,2.0,0.4775,0.295,None,None,None,0.3,0.6,0.4,0.7,0.6,0.3,0,0.23623928547132036,None,None,0.24,0.36,0.41999999999999993,0.12,0.4,0.3
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,2,1.0,0.2975,0.142,None,None,None,0.08,0.15,0.67,0.67,1.0,0.0,3.0,0.4225,0.46,None,None,None,0.4,0.4,0.5,0.7,0.6,0.3,0,0.3416855279346786,None,None,0.32,0.25,0.17000000000000004,0.029999999999999916,0.4,0.3
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,3,1.0,0.2975,0.142,None,None,None,0.04,0.26,1.0,1.0,1.0,0.0,4.0,0.205,0.74,None,None,None,0.6,0.2,0.3,0.4,0.3,0.7,0,0.6051117665357367,None,None,0.5599999999999999,0.06,0.7,0.6,0.7,0.7
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,4,3.0,0.4225,0.46,None,None,None,0.78,0.48,1.0,0.25,1.0,0.0,5.0,0.5,0.78,None,None,None,0.6,0.3,0.4,0.5,0.4,0.6,0,0.3292510440378284,None,None,0.18000000000000005,0.18,0.6,0.25,0.6,0.6
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,5,1.0,0.2975,0.142,None,None,None,0.32,0.29,1.0,0.0,0.8,0.0,6.0,0.78,0.77,None,None,None,0.4,0.5,0.3,0.6,0.6,0.4,0,0.791953439287942,None,None,0.08000000000000002,0.21000000000000002,0.7,0.6,0.20000000000000007,0.4
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,6,1.0,0.2975,0.142,None,None,None,0.47,0.42,0.91,0.09,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,7,1.0,0.2975,0.142,None,None,None,0.46,0.32,0.89,0.33,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,8,1.0,0.2975,0.142,None,None,None,0.2,0.08,0.58,0.25,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,388,0.0,9,1.0,0.2975,0.142,None,None,None,0.06,0.01,0.3,0.1,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
