reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,1,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,2,0,1,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,5,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,6,0,2,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,7,1,0,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,8,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,9,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,10,0,2,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,268,11,3,1,3,0,0
