reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,1,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,4,0,1,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,5,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,6,1,0,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,7,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,10,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,11,1,0,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,220,12,2,1,2,0,0
