reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,1,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,4,0,2,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,5,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,7,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,11,1,0,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,212,12,0,0,2,1,1
