reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,2,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,5,1,0,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,6,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,7,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,8,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,10,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,384,11,2,1,3,0,1
