reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,1,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,4,1,1,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,5,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,7,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,8,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,9,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,10,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,11,2,0,1,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,181,12,2,1,2,0,0
