reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,1,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,2,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,3,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,5,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,7,3,None,3,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,8,0,0,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,9,2,1,0,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,10,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,11,3,3,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,692,12,3,0,3,0,0
