reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,1,1,3,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,3,3,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,4,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,5,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,6,0,1,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,8,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,269,11,3,3,3,1,1
