reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,1,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,2,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,3,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,4,3,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,5,1,0,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,6,2,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,10,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,11,1,1,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,541,12,0,2,2,0,0
