reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,0.0,0,3.0,0.67,0.4775,None,None,None,0.23,0.18,0.83,0.58,1.0,0.0,2.0,0.2025,0.555,None,None,None,0.3,0.6,0.7,0.75,0.65,0.1,0,0.47388025913726356,None,None,0.06999999999999998,0.42,0.13,0.17000000000000004,0.35,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,0.0,1,3.0,0.67,0.4775,None,None,None,0.47,0.32,0.85,0.31,1.0,0.0,2.0,0.2025,0.555,None,None,None,0.25,0.65,0.8,0.8,0.7,0.15,0,0.47388025913726356,None,None,0.21999999999999997,0.33,0.04999999999999993,0.49000000000000005,0.30000000000000004,0.15
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,0.0,2,3.0,0.67,0.4775,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,3.0,0.67,0.4775,None,None,None,0.2,0.55,0.75,0.7,0.6,0.2,1,0.0,None,None,0.2,0.4600000000000001,0.25,0.7,0.4,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,3,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,1.0,0.2275,0.1485,None,None,None,0.25,0.2,0.8,0.55,1.0,0.0,0,0.3834872879249063,None,None,0.25,0.11000000000000001,0.19999999999999996,0.55,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,4,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,3.0,0.165,0.73,None,None,None,0.3,0.25,0.85,0.6,1.0,0.0,0,0.4690938072496801,None,None,0.3,0.16,0.15000000000000002,0.6,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,5,6.0,0.508,0.41,None,None,None,0.0,0.15,1.0,0.0,1.0,0.0,4.0,0.353,0.475,None,None,None,0.35,0.3,0.9,0.65,1.0,0.0,0,0.16807736313971613,None,None,0.35,0.15,0.09999999999999998,0.65,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,6,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,5.0,0.345,0.7955,None,None,None,0.3,0.35,0.95,0.7,1.0,0.0,0,0.4185442031613865,None,None,0.3,0.26,0.050000000000000044,0.7,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,7,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,6.0,0.508,0.41,None,None,None,0.25,0.3,0.9,0.75,1.0,0.0,1,0.0,None,None,0.25,0.21,0.09999999999999998,0.75,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,8,6.0,0.508,0.41,None,None,None,0.0,0.22,1.0,0.0,1.0,0.0,5.0,0.345,0.7955,None,None,None,0.2,0.25,0.85,0.7,1.0,0.0,0,0.4185442031613865,None,None,0.2,0.03,0.15000000000000002,0.7,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,9,6.0,0.508,0.41,None,None,None,0.0,0.1,1.0,0.0,1.0,0.0,4.0,0.353,0.475,None,None,None,0.15,0.2,0.8,0.65,1.0,0.0,0,0.16807736313971613,None,None,0.15,0.1,0.19999999999999996,0.65,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,10,6.0,0.508,0.41,None,None,None,0.0,0.2,1.0,1.0,1.0,0.0,7.0,0.501,0.739,None,None,None,0.2,0.25,0.85,0.6,1.0,0.0,0,0.32907445965920845,None,None,0.2,0.04999999999999999,0.15000000000000002,0.4,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,11,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,1.0,1.0,0.0,11.0,0.83,0.715,None,None,None,0.25,0.3,0.9,0.65,1.0,0.0,0,0.4435188834762281,None,None,0.25,0.21,0.09999999999999998,0.35,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,12,6.0,0.508,0.41,None,None,None,0.0,0.1,1.0,0.0,1.0,0.0,8.0,0.6565,0.4975,None,None,None,0.2,0.25,0.85,0.7,1.0,0.0,0,0.1723615386331881,None,None,0.2,0.15,0.15000000000000002,0.7,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,13,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,9.0,0.66,0.779,None,None,None,0.15,0.2,0.8,0.65,1.0,0.0,0,0.3990801924425717,None,None,0.15,0.11000000000000001,0.19999999999999996,0.65,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,14,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,10.0,0.825,0.435,None,None,None,0.15,0.2,0.8,0.6,1.0,0.0,0,0.3179842763408278,None,None,0.15,0.11000000000000001,0.19999999999999996,0.6,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,15,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,11.0,0.83,0.715,None,None,None,0.2,0.25,0.85,0.7,1.0,0.0,0,0.4435188834762281,None,None,0.2,0.16,0.15000000000000002,0.7,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,16,6.0,0.508,0.41,None,None,None,0.0,0.1,1.0,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.25,0.3,0.9,0.75,1.0,0.0,0,0.17018813119603846,None,None,0.25,0.19999999999999998,0.09999999999999998,0.75,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,17,6.0,0.508,0.41,None,None,None,0.0,0.14,1.0,0.0,1.0,0.0,11.0,0.83,0.715,None,None,None,0.2,0.25,0.85,0.7,1.0,0.0,0,0.4435188834762281,None,None,0.2,0.10999999999999999,0.15000000000000002,0.7,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,18,6.0,0.508,0.41,None,None,None,0.0,0.1,1.0,0.0,1.0,0.0,1.0,0.2275,0.1485,None,None,None,0.15,0.2,0.8,0.65,1.0,0.0,0,0.3834872879249063,None,None,0.15,0.1,0.19999999999999996,0.65,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,19,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,1.0,0.2275,0.1485,None,None,None,0.2,0.25,0.85,0.7,1.0,0.0,0,0.3834872879249063,None,None,0.2,0.16,0.15000000000000002,0.7,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,20,6.0,0.508,0.41,None,None,None,0.0,0.08,1.0,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.25,0.3,0.9,0.75,1.0,0.0,0,0.17018813119603846,None,None,0.25,0.21999999999999997,0.09999999999999998,0.75,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,21,6.0,0.508,0.41,None,None,None,0.0,0.18,1.0,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.3,0.35,0.95,0.8,1.0,0.0,0,0.17018813119603846,None,None,0.3,0.16999999999999998,0.050000000000000044,0.8,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,1.0,22,6.0,0.508,0.41,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.3,0.35,0.95,0.85,1.0,0.0,0,0.17018813119603846,None,None,0.3,0.26,0.050000000000000044,0.85,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,23,4.0,0.542,0.595,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,1.0,0.22,0.145,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,0,0.553338955794728,None,None,0.05,0.06,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,24,4.0,0.542,0.595,None,None,None,0.0,0.11,1.0,0.0,1.0,0.0,2.0,0.145,0.59,None,None,None,0.05,0.2,1.0,1.0,1.0,0.0,0,0.39703148489760864,None,None,0.05,0.09000000000000001,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,25,4.0,0.542,0.595,None,None,None,0.0,0.14,1.0,0.0,1.0,0.0,2.0,0.145,0.59,None,None,None,0.05,0.2,1.0,1.0,1.0,0.0,0,0.39703148489760864,None,None,0.05,0.06,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,26,4.0,0.542,0.595,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,2.0,0.145,0.59,None,None,None,0.05,0.2,1.0,1.0,1.0,0.0,0,0.39703148489760864,None,None,0.05,0.11000000000000001,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,27,4.0,0.542,0.595,None,None,None,0.0,0.13,1.0,0.0,1.0,0.0,3.0,0.34,0.575,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,0,0.20298768435548006,None,None,0.05,0.01999999999999999,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,28,4.0,0.542,0.595,None,None,None,0.0,0.06,1.0,0.0,1.0,0.0,3.0,0.34,0.575,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,0,0.20298768435548006,None,None,0.05,0.09,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,29,4.0,0.542,0.595,None,None,None,0.0,0.1,1.0,0.0,1.0,0.0,3.0,0.34,0.575,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,0,0.20298768435548006,None,None,0.05,0.04999999999999999,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,30,4.0,0.542,0.595,None,None,None,0.0,0.14,1.0,1.0,1.0,0.0,4.0,0.542,0.595,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,1,0.0,None,None,0.05,0.009999999999999981,0.0,0.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,31,4.0,0.542,0.595,None,None,None,0.0,0.09,1.0,1.0,1.0,0.0,4.0,0.542,0.595,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,1,0.0,None,None,0.05,0.06,0.0,0.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,32,4.0,0.542,0.595,None,None,None,0.0,0.1,1.0,0.0,1.0,0.0,5.0,0.772,0.5725,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,0,0.23109792296773243,None,None,0.05,0.04999999999999999,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,33,4.0,0.542,0.595,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,5.0,0.772,0.5725,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,0,0.23109792296773243,None,None,0.05,0.06,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,2.0,34,4.0,0.542,0.595,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,5.0,0.772,0.5725,None,None,None,0.05,0.15,1.0,1.0,1.0,0.0,0,0.23109792296773243,None,None,0.05,0.06,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,3.0,35,4.0,0.617,0.5575,None,None,None,0.0,0.19,1.0,0.0,1.0,0.0,1.0,0.223,0.142,None,None,None,0.1,0.12,1.0,0.0,1.0,0.0,0,0.5726047939023913,None,None,0.1,0.07,0.0,0.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,3.0,36,4.0,0.617,0.5575,None,None,None,0.0,0.14,1.0,1.0,1.0,0.0,2.0,0.154,0.5575,None,None,None,0.1,0.13,1.0,0.0,1.0,0.0,0,0.46299999999999997,None,None,0.1,0.010000000000000009,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,3.0,37,4.0,0.617,0.5575,None,None,None,0.0,0.07,1.0,1.0,1.0,0.0,2.0,0.154,0.5575,None,None,None,0.1,0.14,1.0,0.0,1.0,0.0,0,0.46299999999999997,None,None,0.1,0.07,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,3.0,38,4.0,0.617,0.5575,None,None,None,0.0,0.09,1.0,0.0,1.0,0.0,3.0,0.385,0.5575,None,None,None,0.1,0.11,1.0,0.0,1.0,0.0,0,0.23199999999999998,None,None,0.1,0.020000000000000004,0.0,0.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,3.0,39,4.0,0.617,0.5575,None,None,None,0.0,0.09,1.0,1.0,1.0,0.0,4.0,0.617,0.5575,None,None,None,0.1,0.1,1.0,0.0,1.0,0.0,1,0.0,None,None,0.1,0.010000000000000009,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,3.0,40,4.0,0.617,0.5575,None,None,None,0.0,0.1,1.0,1.0,1.0,0.0,4.0,0.617,0.5575,None,None,None,0.1,0.11,1.0,0.0,1.0,0.0,1,0.0,None,None,0.1,0.009999999999999995,0.0,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,451,3.0,41,4.0,0.617,0.5575,None,None,None,0.0,0.18,1.0,1.0,1.0,0.0,4.0,0.617,0.5575,None,None,None,0.1,0.12,1.0,0.0,1.0,0.0,1,0.0,None,None,0.1,0.06,0.0,1.0,0.0,0.0
