reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,1,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,3,0,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,4,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,5,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,8,1,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,10,2,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,288,11,2,3,3,0,0
