reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,1,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,2,3,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,4,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,5,0,1,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,8,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,320,11,2,3,3,0,0
