reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,1,2,2,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,2,1,None,1,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,3,0,None,0,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,4,3,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,5,3,2,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,6,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,7,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,9,0,1,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,8,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,10,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,11,1,1,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,809,12,3,2,2,0,0
