reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,1,1,3,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,2,0,1,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,3,2,2,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,4,1,3,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,5,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,6,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,7,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,8,3,3,3,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,9,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,10,0,1,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,324,11,3,3,3,1,1
