reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,0,1.0,0.275,0.15,None,None,None,0.41,0.27,1.0,0.6,1.0,0.0,1.0,0.275,0.15,3.0,0.163,0.645,0.2,0.45,0.3,0.4,0.35,0.15,1,0.0,None,None,0.20999999999999996,0.18,0.7,0.19999999999999996,0.65,0.15
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,1,1.0,0.275,0.15,None,None,None,0.29,0.26,1.0,0.3,1.0,0.0,2.0,0.495,0.299,2.0,0.495,0.299,0.3,0.55,0.4,0.5,0.45,0.2,0,0.26570848687988874,None,None,0.010000000000000009,0.29000000000000004,0.6,0.2,0.55,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,2,1.0,0.275,0.15,None,None,None,0.19,0.08,0.5,0.17,1.0,0.0,3.0,0.163,0.645,3.0,0.163,0.645,0.25,0.6,0.45,0.55,0.5,0.25,0,0.5075125614208973,None,None,0.06,0.52,0.04999999999999999,0.38,0.5,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,3,3.0,0.163,0.645,4.0,0.495,0.63,0.21,0.22,0.83,0.0,1.0,0.08,2.0,0.495,0.299,2.0,0.495,0.299,0.3,0.65,0.5,0.6,0.55,0.3,0,0.4795205939268928,0,0.331,0.09,0.43000000000000005,0.32999999999999996,0.6,0.44999999999999996,0.21999999999999997
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,4,4.0,0.495,0.63,4.0,0.495,0.63,0.39,0.22,0.92,0.08,1.0,0.0,4.0,0.495,0.63,4.0,0.495,0.63,0.4,0.7,0.6,0.7,0.65,0.35,1,0.0,1,0.0,0.010000000000000009,0.48,0.32000000000000006,0.62,0.35,0.35
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,5,4.0,0.495,0.63,4.0,0.495,0.63,0.36,0.23,0.75,0.58,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.5,0.75,0.7,0.8,0.75,0.4,0,0.30083217912982646,0,0.30083217912982646,0.14,0.52,0.050000000000000044,0.22000000000000008,0.25,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,6,4.0,0.495,0.63,2.0,0.495,0.299,0.57,0.32,1.0,0.75,1.0,0.0,6.0,0.735,0.53,6.0,0.735,0.53,0.55,0.8,0.75,0.85,0.8,0.45,0,0.26,0,0.3331080905652098,0.019999999999999907,0.48000000000000004,0.25,0.09999999999999998,0.19999999999999996,0.45
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,7,3.0,0.163,0.645,4.0,0.495,0.63,0.56,0.38,1.0,0.4,1.0,0.0,None,None,None,None,None,None,0.6,0.85,0.8,0.9,0.85,0.5,0,None,0,None,0.039999999999999925,0.47,0.19999999999999996,0.5,0.15000000000000002,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,8,2.0,0.495,0.299,4.0,0.495,0.63,0.35,0.22,0.55,0.0,1.0,0.0,None,None,None,None,None,None,0.65,0.9,0.85,0.95,0.9,0.55,0,None,0,None,0.30000000000000004,0.68,0.29999999999999993,0.95,0.09999999999999998,0.55
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,292,0.0,9,4.0,0.495,0.63,None,None,None,0.42,0.19,0.46,0.31,1.0,0.0,None,None,None,None,None,None,0.7,0.95,0.9,1.0,0.95,0.6,0,None,None,None,0.27999999999999997,0.76,0.44,0.69,0.050000000000000044,0.6
