reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,2,None,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,3,2,3,1,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,5,1,0,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,6,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,7,2,3,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,8,2,0,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,10,0,2,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,672,11,0,3,3,0,0
