reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,1,1,3,2,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,2,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,3,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,4,2,1,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,5,3,2,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,9,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,8,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,10,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,11,1,3,2,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,815,12,0,3,2,0,1
