reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,1,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,2,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,3,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,4,1,None,1,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,5,1,None,1,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,6,3,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,7,1,None,2,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,8,1,None,3,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,10,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,342,11,0,2,3,0,1
