reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,0,3.0,0.4225,0.46,None,None,None,0.06,0.19,1.0,1.0,1.0,0.0,1.0,0.2975,0.142,None,None,None,0.2,0.8,0.6,0.4,0.5,0.1,0,0.3416855279346786,None,None,0.14,0.6100000000000001,0.4,0.6,0.5,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,1,3.0,0.4225,0.46,None,None,None,0.0,0.14,1.0,1.0,1.0,0.0,2.0,0.4775,0.295,None,None,None,0.1,0.9,0.7,0.5,0.6,0.2,0,0.1739252713092609,None,None,0.1,0.76,0.30000000000000004,0.5,0.4,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,2,3.0,0.4225,0.46,None,None,None,0.0,0.09,1.0,1.0,1.0,0.0,3.0,0.4225,0.46,None,None,None,0.3,0.8,0.6,0.4,0.5,0.1,1,0.0,None,None,0.3,0.7100000000000001,0.4,0.6,0.5,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,3,3.0,0.4225,0.46,None,None,None,0.0,0.15,1.0,1.0,1.0,0.0,4.0,0.205,0.74,None,None,None,0.2,0.9,0.7,0.5,0.6,0.2,0,0.3545507721046451,None,None,0.2,0.75,0.30000000000000004,0.5,0.4,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,4,3.0,0.4225,0.46,None,None,None,0.43,0.31,1.0,0.0,1.0,0.0,5.0,0.5,0.78,None,None,None,0.1,0.8,0.6,0.4,0.5,0.1,0,0.3292510440378284,None,None,0.32999999999999996,0.49000000000000005,0.4,0.4,0.5,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,5,3.0,0.4225,0.46,None,None,None,0.55,0.55,0.8,0.0,1.0,0.0,6.0,0.78,0.77,None,None,None,0.3,0.9,0.7,0.5,0.6,0.2,0,0.4731873307686925,None,None,0.25000000000000006,0.35,0.10000000000000009,0.5,0.4,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,6,3.0,0.4225,0.46,None,None,None,0.58,0.37,1.0,0.36,0.91,0.0,1.0,0.2975,0.142,None,None,None,0.2,0.8,0.6,0.4,0.5,0.1,0,0.3416855279346786,None,None,0.37999999999999995,0.43000000000000005,0.4,0.040000000000000036,0.41000000000000003,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,7,2.0,0.4775,0.295,None,None,None,0.48,0.37,1.0,0.78,1.0,0.0,2.0,0.4775,0.295,None,None,None,0.1,0.9,0.7,0.5,0.6,0.2,1,0.0,None,None,0.38,0.53,0.30000000000000004,0.28,0.4,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,8,2.0,0.4775,0.295,None,None,None,0.36,0.31,0.83,0.67,1.0,0.0,3.0,0.4225,0.46,None,None,None,0.3,0.8,0.6,0.4,0.5,0.1,0,0.1739252713092609,None,None,0.06,0.49000000000000005,0.22999999999999998,0.27,0.5,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,0.0,9,1.0,0.2975,0.142,None,None,None,0.26,0.26,0.9,0.1,1.0,0.0,4.0,0.205,0.74,None,None,None,0.2,0.9,0.7,0.5,0.6,0.2,0,0.6051117665357367,None,None,0.06,0.64,0.20000000000000007,0.4,0.4,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,1.0,10,4.0,0.6950000000000001,0.5800000000000001,None,None,None,0.23,0.19,0.57,0.0,1.0,0.0,3.0,0.235,0.66,None,None,None,0.2,0.4,1.0,1.0,1.0,0.0,0,0.46690470119715016,None,None,0.03,0.21000000000000002,0.43000000000000005,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,1.0,11,3.0,0.235,0.66,None,None,None,0.35,0.17,0.92,0.0,1.0,0.0,3.0,0.235,0.66,None,None,None,0.1,0.3,1.0,1.0,1.0,0.0,1,0.0,None,None,0.24999999999999997,0.12999999999999998,0.07999999999999996,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,1.0,12,4.0,0.6950000000000001,0.5800000000000001,None,None,None,0.53,0.43,1.0,0.33,1.0,0.0,3.0,0.235,0.66,None,None,None,0.0,0.2,1.0,1.0,1.0,0.0,0,0.46690470119715016,None,None,0.53,0.22999999999999998,0.0,0.6699999999999999,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,1.0,13,3.0,0.235,0.66,None,None,None,0.65,0.65,1.0,0.4,1.0,0.0,2.0,0.457,0.34,None,None,None,0.0,0.1,0.9,0.0,0.9,0.0,0,0.38946630149475064,None,None,0.65,0.55,0.09999999999999998,0.4,0.09999999999999998,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,1.0,14,2.0,0.457,0.3399999999999999,4.0,0.6950000000000001,0.5800000000000001,0.6,0.36,1.0,0.25,1.0,0.12,2.0,0.457,0.34,5.0,0.673,0.875,0.0,0.0,0.8,0.0,0.8,0.0,1,1.1102230246251565e-16,0,0.2958192015404003,0.6,0.36,0.19999999999999996,0.25,0.19999999999999996,0.12
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,392,1.0,15,4.0,0.6950000000000001,0.5800000000000001,4.0,0.6950000000000001,0.5800000000000001,0.47,0.3,1.0,0.33,1.0,0.33,1.0,0.3,0.148,5.0,0.673,0.875,0.0,0.0,0.7,0.0,0.7,0.0,0,0.5853622809850325,0,0.2958192015404003,0.47,0.3,0.30000000000000004,0.33,0.30000000000000004,0.33
