reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,1,2,3,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,2,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,3,1,3,0,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,4,2,1,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,5,2,1,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,7,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,9,0,1,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,8,2,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,10,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,11,1,1,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,507,12,3,3,2,1,1
