reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,2,0,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,3,1,None,2,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,4,0,None,1,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,5,0,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,6,0,None,0,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,7,1,None,1,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,8,2,None,3,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,9,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,10,0,2,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,2,321,11,2,3,3,0,0
