reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,0.0,0,1.0,0.2264999999999999,0.156,None,None,None,0.17,0.3,0.75,0.17,1.0,0.0,2.0,0.2025,0.555,2.0,0.2025,0.555,0.6,0.7,0.8,0.75,0.65,0.3,0,0.3997211528053025,None,None,0.42999999999999994,0.39999999999999997,0.050000000000000044,0.58,0.35,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,0.0,1,3.0,0.67,0.4775,None,None,None,0.17,0.16,0.69,0.15,1.0,0.0,4.0,0.68,0.785,4.0,0.68,0.785,0.5,0.75,0.85,0.8,0.7,0.25,0,0.3076625586580207,None,None,0.32999999999999996,0.59,0.16000000000000003,0.65,0.30000000000000004,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,0.0,2,4.0,0.68,0.7849999999999999,None,None,None,0.11,0.2,0.86,0.86,1.0,0.0,1.0,0.2265,0.156,1.0,0.2265,0.156,0.55,0.65,0.75,0.7,0.6,0.2,0,0.7754374571814285,None,None,0.44000000000000006,0.45,0.10999999999999999,0.16000000000000003,0.4,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,3,2.0,0.17,0.405,None,None,None,0.39,0.27,1.0,0.17,1.0,0.0,3.0,0.165,0.73,3.0,0.165,0.73,0.55,0.75,0.8,0.7,0.65,0.25,0,0.3250384592629001,None,None,0.16000000000000003,0.48,0.19999999999999996,0.5299999999999999,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,4,2.0,0.17,0.405,6.0,0.508,0.41,0.55,0.47,1.0,0.55,1.0,0.09,4.0,0.353,0.475,4.0,0.353,0.475,0.6,0.8,0.85,0.75,0.7,0.2,0,0.19593111034238536,0,0.16807736313971613,0.04999999999999993,0.33000000000000007,0.15000000000000002,0.19999999999999996,0.30000000000000004,0.11000000000000001
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,5,6.0,0.508,0.41,None,None,None,0.51,0.43,1.0,0.0,1.0,0.0,5.0,0.345,0.7955,5.0,0.345,0.7955,0.55,0.7,0.75,0.7,0.65,0.3,0,0.4185442031613865,None,None,0.040000000000000036,0.26999999999999996,0.25,0.7,0.35,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,6,9.0,0.6599999999999999,0.779,None,None,None,0.34,0.27,0.89,0.0,1.0,0.0,6.0,0.508,0.41,6.0,0.508,0.41,0.5,0.65,0.8,0.75,0.6,0.25,0,0.39908019244257165,None,None,0.15999999999999998,0.38,0.08999999999999997,0.75,0.4,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,7,1.0,0.2274999999999999,0.1485,None,None,None,0.45,0.19,1.0,0.12,1.0,0.0,1.0,0.2275,0.1485,1.0,0.2275,0.1485,0.55,0.7,0.75,0.7,0.65,0.2,1,1.1102230246251565e-16,None,None,0.10000000000000003,0.51,0.25,0.58,0.35,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,8,5.0,0.345,0.7955,None,None,None,0.52,0.61,1.0,0.4,1.0,0.0,5.0,0.345,0.7955,5.0,0.345,0.7955,0.6,0.75,0.8,0.75,0.7,0.2,1,0.0,None,None,0.07999999999999996,0.14,0.19999999999999996,0.35,0.30000000000000004,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,9,4.0,0.353,0.475,None,None,None,0.5,0.28,1.0,0.0,1.0,0.0,4.0,0.353,0.475,4.0,0.353,0.475,0.55,0.7,0.75,0.7,0.65,0.25,1,0.0,None,None,0.050000000000000044,0.41999999999999993,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,10,5.0,0.345,0.7955,None,None,None,0.45,0.32,1.0,0.56,1.0,0.0,7.0,0.501,0.739,7.0,0.501,0.739,0.6,0.75,0.8,0.75,0.7,0.2,0,0.16591639460885113,None,None,0.14999999999999997,0.43,0.19999999999999996,0.18999999999999995,0.30000000000000004,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,11,7.0,0.501,0.739,None,None,None,0.5,0.47,1.0,0.83,1.0,0.0,11.0,0.83,0.715,11.0,0.83,0.715,0.55,0.7,0.75,0.7,0.65,0.25,0,0.329874218453034,None,None,0.050000000000000044,0.22999999999999998,0.25,0.13,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,12,1.0,0.2274999999999999,0.1485,None,None,None,0.5,0.42,1.0,0.0,1.0,0.0,8.0,0.6565,0.4975,8.0,0.6565,0.4975,0.55,0.7,0.75,0.7,0.65,0.25,0,0.5530298364464615,None,None,0.050000000000000044,0.27999999999999997,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,13,12.0,0.5,0.5800000000000001,None,None,None,0.66,0.41,1.0,0.0,1.0,0.0,9.0,0.66,0.779,9.0,0.66,0.779,0.55,0.7,0.75,0.7,0.65,0.25,0,0.2553448648396909,None,None,0.10999999999999999,0.29,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,14,3.0,0.165,0.73,None,None,None,0.63,0.57,1.0,0.0,1.0,0.0,10.0,0.825,0.435,10.0,0.825,0.435,0.55,0.7,0.75,0.7,0.65,0.25,0,0.7229280738773394,None,None,0.07999999999999996,0.13,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,15,4.0,0.353,0.475,None,None,None,0.58,0.44,1.0,0.0,1.0,0.0,11.0,0.83,0.715,11.0,0.83,0.715,0.5,0.65,0.8,0.75,0.6,0.3,0,0.5339747185026646,None,None,0.07999999999999996,0.21000000000000002,0.19999999999999996,0.75,0.4,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,16,2.0,0.17,0.405,None,None,None,0.45,0.2,0.83,0.0,1.0,0.0,12.0,0.5,0.58,12.0,0.5,0.58,0.55,0.7,0.75,0.7,0.65,0.25,0,0.37353045391239514,None,None,0.10000000000000003,0.49999999999999994,0.07999999999999996,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,17,4.0,0.353,0.475,None,None,None,0.43,0.4,0.67,0.0,1.0,0.0,12.0,0.5,0.58,12.0,0.5,0.58,0.55,0.7,0.75,0.7,0.65,0.25,0,0.18064883060789516,None,None,0.12000000000000005,0.29999999999999993,0.07999999999999996,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,18,4.0,0.353,0.475,None,None,None,0.65,0.29,1.0,0.0,1.0,0.0,12.0,0.5,0.58,12.0,0.5,0.58,0.55,0.7,0.75,0.7,0.65,0.25,0,0.18064883060789516,None,None,0.09999999999999998,0.41,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,19,4.0,0.353,0.475,None,None,None,0.48,0.52,1.0,0.0,1.0,0.0,12.0,0.5,0.58,12.0,0.5,0.58,0.55,0.7,0.75,0.7,0.65,0.25,0,0.18064883060789516,None,None,0.07000000000000006,0.17999999999999994,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,20,5.0,0.345,0.7955,None,None,None,0.62,0.4,1.0,0.0,1.0,0.0,12.0,0.5,0.58,12.0,0.5,0.58,0.55,0.7,0.75,0.7,0.65,0.25,0,0.2654529148455523,None,None,0.06999999999999995,0.29999999999999993,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,21,4.0,0.353,0.475,None,None,None,0.34,0.42,1.0,0.0,1.0,0.0,12.0,0.5,0.58,12.0,0.5,0.58,0.55,0.7,0.75,0.7,0.65,0.25,0,0.18064883060789516,None,None,0.21000000000000002,0.27999999999999997,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,1.0,22,4.0,0.353,0.475,None,None,None,0.31,0.22,0.75,0.0,1.0,0.0,12.0,0.5,0.58,12.0,0.5,0.58,0.55,0.7,0.75,0.7,0.65,0.25,0,0.18064883060789516,None,None,0.24000000000000005,0.48,0.0,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,23,3.0,0.3399999999999999,0.5750000000000001,None,None,None,0.29,0.36,1.0,0.0,1.0,0.0,1.0,0.22,0.145,1.0,0.22,0.145,0.55,0.7,0.75,0.7,0.65,0.25,0,0.4464302857109943,None,None,0.26000000000000006,0.33999999999999997,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,24,1.0,0.22,0.145,None,None,None,0.43,0.35,1.0,0.33,1.0,0.0,2.0,0.145,0.59,2.0,0.145,0.59,0.55,0.7,0.75,0.7,0.65,0.25,0,0.451275968781853,None,None,0.12000000000000005,0.35,0.25,0.36999999999999994,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,25,3.0,0.3399999999999999,0.5750000000000001,None,None,None,0.3,0.27,1.0,0.25,1.0,0.0,2.0,0.145,0.59,2.0,0.145,0.59,0.55,0.7,0.75,0.7,0.65,0.25,0,0.19557607215607936,None,None,0.25000000000000006,0.42999999999999994,0.25,0.44999999999999996,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,26,1.0,0.22,0.145,None,None,None,0.3,0.22,1.0,0.33,1.0,0.0,2.0,0.145,0.59,2.0,0.145,0.59,0.55,0.7,0.75,0.7,0.65,0.25,0,0.451275968781853,None,None,0.25000000000000006,0.48,0.25,0.36999999999999994,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,27,1.0,0.22,0.145,None,None,None,0.32,0.15,1.0,0.0,1.0,0.0,3.0,0.34,0.575,3.0,0.34,0.575,0.55,0.7,0.75,0.7,0.65,0.25,0,0.44643028571099425,None,None,0.23000000000000004,0.5499999999999999,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,28,1.0,0.22,0.145,None,None,None,0.45,0.2,0.75,0.0,1.0,0.0,3.0,0.34,0.575,3.0,0.34,0.575,0.55,0.7,0.75,0.7,0.65,0.25,0,0.44643028571099425,None,None,0.10000000000000003,0.49999999999999994,0.0,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,29,3.0,0.3399999999999999,0.5750000000000001,None,None,None,0.37,0.43,1.0,0.5,1.0,0.0,3.0,0.34,0.575,3.0,0.34,0.575,0.55,0.65,0.75,0.7,0.65,0.25,1,1.5700924586837752e-16,None,None,0.18000000000000005,0.22000000000000003,0.25,0.19999999999999996,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,30,3.0,0.3399999999999999,0.5750000000000001,None,None,None,0.45,0.39,1.0,0.0,1.0,0.0,4.0,0.542,0.595,4.0,0.542,0.595,0.55,0.65,0.75,0.7,0.65,0.25,0,0.20298768435548017,None,None,0.10000000000000003,0.26,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,31,2.0,0.145,0.5900000000000001,None,None,None,0.36,0.46,1.0,0.0,1.0,0.0,4.0,0.542,0.595,4.0,0.542,0.595,0.55,0.65,0.75,0.7,0.65,0.25,0,0.39703148489760864,None,None,0.19000000000000006,0.19,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,32,3.0,0.3399999999999999,0.5750000000000001,None,None,None,0.4,0.35,1.0,0.0,1.0,0.0,5.0,0.772,0.5725,5.0,0.772,0.5725,0.55,0.65,0.75,0.7,0.65,0.25,0,0.43200723373573285,None,None,0.15000000000000002,0.30000000000000004,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,33,3.0,0.3399999999999999,0.5750000000000001,None,None,None,0.25,0.31,1.0,0.0,1.0,0.0,5.0,0.772,0.5725,5.0,0.772,0.5725,0.55,0.65,0.75,0.7,0.65,0.25,0,0.43200723373573285,None,None,0.30000000000000004,0.34,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,2.0,34,1.0,0.22,0.145,None,None,None,0.39,0.29,1.0,0.0,1.0,0.0,5.0,0.772,0.5725,5.0,0.772,0.5725,0.55,0.65,0.75,0.7,0.65,0.25,0,0.6981835360419207,None,None,0.16000000000000003,0.36000000000000004,0.25,0.7,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,3.0,35,2.0,0.154,0.5575,None,None,None,0.38,0.29,1.0,0.33,1.0,0.0,1.0,0.223,0.142,1.0,0.223,0.142,0.55,0.7,0.75,0.7,0.65,0.25,0,0.42119027766557005,None,None,0.17000000000000004,0.41,0.25,0.36999999999999994,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,3.0,36,2.0,0.154,0.5575,None,None,None,0.27,0.37,1.0,1.0,1.0,0.0,2.0,0.154,0.5575,2.0,0.154,0.5575,0.55,0.7,0.75,0.7,0.65,0.25,1,0.0,None,None,0.28,0.32999999999999996,0.25,0.30000000000000004,0.35,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,474,3.0,37,2.0,0.154,0.5575,None,None,None,0.17,0.32,0.83,0.83,1.0,0.0,2.0,0.154,0.5575,2.0,0.154,0.5575,0.55,0.7,0.75,0.7,0.65,0.25,1,0.0,None,None,0.38,0.37999999999999995,0.07999999999999996,0.13,0.35,0.25
