reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,1,0,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,2,0,3,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,3,1,1,1,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,4,2,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,5,0,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,6,3,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,7,3,1,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,8,2,2,2,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,9,0,0,0,1,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,10,2,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,11,3,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,701,12,0,2,3,0,1
