reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,0.0,0,4.0,0.63,0.585,None,None,None,0.22,0.26,1.0,0.1,1.0,0.0,2.0,0.1425,0.5285,2.0,0.1425,0.5285,0.4,0.5,0.3,0.4,0.45,0.35,0,0.4907631811780505,None,None,0.18000000000000002,0.24,0.7,0.30000000000000004,0.55,0.35
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,0.0,1,1.0,0.36115,0.1485,None,None,None,0.18,0.2,1.0,0.17,1.0,0.0,3.0,0.394,0.584,3.0,0.394,0.584,0.3,0.6,0.4,0.5,0.55,0.3,0,0.4367371892797773,None,None,0.12,0.39999999999999997,0.6,0.32999999999999996,0.44999999999999996,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,0.0,2,1.0,0.36115,0.1485,None,None,None,0.14,0.18,0.89,0.33,1.0,0.0,2.0,0.1425,0.5285,2.0,0.1425,0.5285,0.35,0.55,0.35,0.45,0.5,0.3,0,0.43841512576552377,None,None,0.20999999999999996,0.37000000000000005,0.54,0.12,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,3,7.0,0.505,0.72,None,None,None,0.05,0.03,0.25,0.0,1.0,0.0,3.0,0.1755,0.7075,3.0,0.1755,0.7075,0.4,0.6,0.35,0.5,0.5,0.3,0,0.32973701642369485,None,None,0.35000000000000003,0.57,0.09999999999999998,0.5,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,4,1.0,0.3635,0.149,None,None,None,0.27,0.19,0.73,0.07,1.0,0.0,2.0,0.187,0.433,2.0,0.187,0.433,0.4,0.65,0.4,0.55,0.55,0.3,0,0.33437740653339604,None,None,0.13,0.46,0.32999999999999996,0.48000000000000004,0.44999999999999996,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,5,1.0,0.3635,0.149,None,None,None,0.53,0.35,0.83,0.0,1.0,0.0,1.0,0.3635,0.149,1.0,0.3635,0.149,0.35,0.6,0.4,0.55,0.5,0.3,1,0.0,None,None,0.18000000000000005,0.25,0.42999999999999994,0.55,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,6,1.0,0.3635,0.149,1.0,0.3635,0.149,0.38,0.27,1.0,0.15,1.0,0.0,5.0,0.345,0.495,5.0,0.345,0.495,0.45,0.55,0.35,0.5,0.45,0.35,0,0.3464942279461521,0,0.3464942279461521,0.07,0.28,0.65,0.35,0.55,0.35
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,7,1.0,0.3635,0.149,1.0,0.3635,0.149,0.45,0.21,0.5,0.17,1.0,0.0,4.0,0.346,0.7505,4.0,0.346,0.7505,0.4,0.5,0.3,0.45,0.4,0.3,0,0.6017545180553279,0,0.6017545180553279,0.04999999999999999,0.29000000000000004,0.2,0.28,0.6,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,8,1.0,0.3635,0.149,None,None,None,0.22,0.0,0.17,0.0,1.0,0.0,6.0,0.502,0.433,6.0,0.502,0.433,0.45,0.5,0.35,0.5,0.45,0.35,0,0.31597191330876234,None,None,0.23,0.5,0.17999999999999997,0.5,0.55,0.35
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,9,1.0,0.3635,0.149,1.0,0.3635,0.149,0.22,0.19,0.8,0.0,1.0,0.0,7.0,0.505,0.72,7.0,0.505,0.72,0.4,0.55,0.4,0.5,0.5,0.3,0,0.5882714084502153,0,0.5882714084502153,0.18000000000000002,0.36000000000000004,0.4,0.5,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,10,1.0,0.3635,0.149,None,None,None,0.33,0.14,0.78,0.11,1.0,0.0,8.0,0.66,0.7515,8.0,0.66,0.7515,0.4,0.5,0.35,0.45,0.45,0.3,0,0.6715046537441122,None,None,0.07,0.36,0.43000000000000005,0.34,0.55,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,11,8.0,0.6599999999999999,0.7515000000000001,None,None,None,0.65,0.64,1.0,0.14,1.0,0.0,9.0,0.66,0.495,9.0,0.66,0.495,0.35,0.55,0.4,0.5,0.5,0.3,0,0.25650000000000006,None,None,0.30000000000000004,0.08999999999999997,0.6,0.36,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,12,2.0,0.187,0.4329999999999999,None,None,None,0.39,0.15,0.88,0.0,1.0,0.0,10.0,0.82,0.435,10.0,0.82,0.435,0.35,0.6,0.4,0.55,0.5,0.3,0,0.6330031595497767,None,None,0.040000000000000036,0.44999999999999996,0.48,0.55,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,13,2.0,0.187,0.4329999999999999,None,None,None,0.47,0.33,0.88,0.12,1.0,0.0,11.0,0.825,0.693,11.0,0.825,0.693,0.4,0.55,0.35,0.5,0.45,0.3,0,0.6889441196497724,None,None,0.06999999999999995,0.22000000000000003,0.53,0.38,0.55,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,14,1.0,0.3635,0.149,None,None,None,0.33,0.18,1.0,0.17,1.0,0.0,12.0,0.5021,0.5935,12.0,0.5021,0.5935,0.4,0.5,0.35,0.45,0.45,0.3,0,0.4656073560415471,None,None,0.07,0.32,0.65,0.28,0.55,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,146,1.0,15,6.0,0.502,0.4329999999999999,None,None,None,0.47,0.25,0.91,0.36,1.0,0.0,12.0,0.5021,0.5935,12.0,0.5021,0.5935,0.4,0.5,0.35,0.45,0.45,0.3,0,0.1605000311526451,None,None,0.06999999999999995,0.25,0.56,0.09000000000000002,0.55,0.3
