reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,0,3.0,0.163,0.645,None,None,None,0.0,0.2,0.4,0.0,1.0,0.0,1.0,0.275,0.15,1.0,0.275,0.15,0.4,0.5,0.3,0.4,0.45,0.2,0,0.5075125614208973,None,None,0.4,0.3,0.10000000000000003,0.4,0.55,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,1,1.0,0.275,0.15,None,None,None,0.15,0.05,0.6,0.1,1.0,0.0,2.0,0.495,0.299,2.0,0.495,0.299,0.45,0.55,0.35,0.5,0.5,0.25,0,0.26570848687988874,None,None,0.30000000000000004,0.5,0.25,0.4,0.5,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,2,1.0,0.275,0.15,None,None,None,0.08,0.0,0.33,0.0,1.0,0.0,2.0,0.495,0.299,2.0,0.495,0.299,0.3,0.6,0.4,0.55,0.55,0.15,0,0.26570848687988874,None,None,0.21999999999999997,0.6,0.07,0.55,0.44999999999999996,0.15
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,3,2.0,0.495,0.299,None,None,None,0.05,0.0,0.25,0.17,1.0,0.0,3.0,0.163,0.645,3.0,0.163,0.645,0.35,0.65,0.45,0.6,0.6,0.2,0,0.4795205939268928,None,None,0.3,0.65,0.2,0.42999999999999994,0.4,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,4,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.495,0.63,4.0,0.495,0.63,0.5,0.4,0.3,0.45,0.5,0.3,None,None,None,None,0.5,0.4,0.3,0.45,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,5,3.0,0.163,0.645,None,None,None,0.0,0.08,0.5,0.25,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.4,0.55,0.35,0.5,0.55,0.25,0,0.5153532768887765,None,None,0.4,0.47000000000000003,0.15000000000000002,0.25,0.44999999999999996,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,6,3.0,0.163,0.645,None,None,None,0.0,0.25,0.88,0.88,1.0,0.0,6.0,0.735,0.53,6.0,0.735,0.53,0.35,0.6,0.4,0.55,0.6,0.2,0,0.5834457986822769,None,None,0.35,0.35,0.48,0.32999999999999996,0.4,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,7,2.0,0.495,0.299,4.0,0.495,0.63,0.0,0.0,0.8,0.4,1.0,0.0,1.0,0.275,0.15,1.0,0.275,0.15,0.45,0.5,0.3,0.4,0.5,0.25,0,0.26570848687988874,0,0.5280151512977634,0.45,0.5,0.5,0.0,0.5,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,8,2.0,0.495,0.299,None,None,None,0.0,0.0,0.45,0.18,1.0,0.0,2.0,0.495,0.299,2.0,0.495,0.299,0.5,0.55,0.35,0.5,0.55,0.3,1,0.0,None,None,0.5,0.55,0.10000000000000003,0.32,0.44999999999999996,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,9,3.0,0.163,0.645,None,None,None,0.0,0.0,0.46,0.38,1.0,0.0,3.0,0.163,0.645,3.0,0.163,0.645,0.4,0.6,0.45,0.55,0.6,0.2,1,0.0,None,None,0.4,0.6,0.010000000000000009,0.17000000000000004,0.4,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,10,3.0,0.163,0.645,3.0,0.163,0.645,0.0,0.0,0.14,0.0,1.0,0.0,4.0,0.495,0.63,4.0,0.495,0.63,0.35,0.65,0.5,0.6,0.65,0.15,0,0.33233868267175876,0,0.33233868267175876,0.35,0.65,0.36,0.6,0.35,0.15
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,0.0,11,4.0,0.495,0.63,None,None,None,0.0,0.1,0.8,0.0,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.4,0.5,0.35,0.45,0.5,0.2,0,0.30083217912982646,None,None,0.4,0.4,0.45000000000000007,0.45,0.5,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,1.0,12,3.0,0.1964999999999999,0.72,None,None,None,0.0,0.0,0.71,0.14,1.0,0.0,1.0,0.272,0.1465,1.0,0.272,0.1465,0.4,0.55,0.3,0.45,0.5,0.2,0,0.578448355516722,None,None,0.4,0.55,0.41,0.31,0.5,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,1.0,13,3.0,0.1964999999999999,0.72,None,None,None,0.0,0.0,0.17,0.0,1.0,0.0,2.0,0.2965,0.38,2.0,0.2965,0.38,0.35,0.6,0.35,0.5,0.55,0.25,0,0.354400902933387,None,None,0.35,0.6,0.17999999999999997,0.5,0.44999999999999996,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,1.0,14,3.0,0.1964999999999999,0.72,None,None,None,0.0,0.17,0.43,0.0,1.0,0.0,3.0,0.1965,0.72,3.0,0.1965,0.72,0.3,0.65,0.4,0.55,0.6,0.15,1,1.1102230246251565e-16,None,None,0.3,0.48,0.02999999999999997,0.55,0.4,0.15
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,578,1.0,15,3.0,0.1964999999999999,0.72,None,None,None,0.0,0.0,0.25,0.0,1.0,0.0,3.0,0.1965,0.72,4.0,0.72,0.69,0.35,0.6,0.35,0.5,0.55,0.2,1,1.1102230246251565e-16,None,None,0.35,0.6,0.09999999999999998,0.5,0.44999999999999996,0.2
